WARD,NEIGHBOURHOOD_NUMBER,NEIGHBOURHOOD_NAME,AGE,FEMALE,MALE
Ward 8,6320,IDYLWYLDE,70,7,4
Ward 8,6320,IDYLWYLDE,71,8,1
Ward 8,6320,IDYLWYLDE,72,6,3
Ward 8,6320,IDYLWYLDE,73,10,3
Ward 8,6320,IDYLWYLDE,74,8,3
Ward 8,6320,IDYLWYLDE,75,11,2
Ward 8,6320,IDYLWYLDE,76,8,8
Ward 8,6320,IDYLWYLDE,77,9,1
Ward 8,6320,IDYLWYLDE,78,8,7
Ward 8,6320,IDYLWYLDE,79,6,5
Ward 8,6320,IDYLWYLDE,80,7,1
Ward 8,6320,IDYLWYLDE,81,15,1
Ward 8,6320,IDYLWYLDE,82,4,3
Ward 8,6320,IDYLWYLDE,83,10,2
Ward 8,6320,IDYLWYLDE,84,7,5
Ward 8,6320,IDYLWYLDE,85+,44,15
Ward 8,6320,IDYLWYLDE,No Response,292,301
Ward 8,6350,KENILWORTH,0,13,9
Ward 8,6350,KENILWORTH,1,9,9
Ward 8,6350,KENILWORTH,2,14,12
Ward 8,6350,KENILWORTH,3,10,9
Ward 8,6350,KENILWORTH,4,5,9
Ward 8,6350,KENILWORTH,5,8,10
Ward 8,6350,KENILWORTH,6,8,11
Ward 8,6350,KENILWORTH,7,7,14
Ward 8,6350,KENILWORTH,8,11,3
Ward 8,6350,KENILWORTH,9,6,10
Ward 8,6350,KENILWORTH,10,10,5
Ward 8,6350,KENILWORTH,11,11,14
Ward 8,6350,KENILWORTH,12,11,7
Ward 8,6350,KENILWORTH,13,6,11
Ward 8,6350,KENILWORTH,14,11,10
Ward 8,6350,KENILWORTH,15,11,10
Ward 8,6350,KENILWORTH,16,15,7
Ward 8,6350,KENILWORTH,17,11,10
Ward 8,6350,KENILWORTH,18,23,17
Ward 8,6350,KENILWORTH,19,14,5
Ward 8,6350,KENILWORTH,20,10,10
Ward 8,6350,KENILWORTH,21,17,5
Ward 8,6350,KENILWORTH,22,14,13
Ward 8,6350,KENILWORTH,23,10,14
Ward 8,6350,KENILWORTH,24,10,18
Ward 8,6350,KENILWORTH,25,13,13
Ward 8,6350,KENILWORTH,26,10,8
Ward 8,6350,KENILWORTH,27,16,13
Ward 8,6350,KENILWORTH,28,12,16
Ward 8,6350,KENILWORTH,29,7,18
Ward 8,6350,KENILWORTH,30,9,15
Ward 8,6350,KENILWORTH,31,15,22
Ward 8,6350,KENILWORTH,32,11,17
Ward 8,6350,KENILWORTH,33,3,7
Ward 8,6350,KENILWORTH,34,10,8
Ward 8,6350,KENILWORTH,35,17,16
Ward 8,6350,KENILWORTH,36,13,9
Ward 8,6350,KENILWORTH,37,12,8
Ward 8,6350,KENILWORTH,38,12,15
Ward 8,6350,KENILWORTH,39,14,15
Ward 8,6350,KENILWORTH,40,12,17
Ward 8,6350,KENILWORTH,41,12,13
Ward 8,6350,KENILWORTH,42,12,8
Ward 8,6350,KENILWORTH,43,9,9
Ward 8,6350,KENILWORTH,44,8,14
Ward 8,6350,KENILWORTH,45,19,15
Ward 8,6350,KENILWORTH,46,13,17
Ward 8,6350,KENILWORTH,47,12,16
Ward 8,6350,KENILWORTH,48,21,13
Ward 8,6350,KENILWORTH,49,19,17
Ward 8,6350,KENILWORTH,50,29,15
Ward 8,6350,KENILWORTH,51,23,25
Ward 8,6350,KENILWORTH,52,16,17
Ward 8,6350,KENILWORTH,53,21,14
Ward 8,6350,KENILWORTH,54,29,19
Ward 8,6350,KENILWORTH,55,18,22
Ward 8,6350,KENILWORTH,56,23,26
Ward 8,6350,KENILWORTH,57,19,17
Ward 8,6350,KENILWORTH,58,15,12
Ward 8,6350,KENILWORTH,59,16,15
Ward 8,6350,KENILWORTH,60,16,14
Ward 8,6350,KENILWORTH,61,11,11
Ward 8,6350,KENILWORTH,62,4,15
Ward 8,6350,KENILWORTH,63,14,16
Ward 8,6350,KENILWORTH,64,11,10
Ward 8,6350,KENILWORTH,65,5,9
Ward 8,6350,KENILWORTH,66,8,6
Ward 8,6350,KENILWORTH,67,10,8
Ward 8,6350,KENILWORTH,68,13,7
Ward 8,6350,KENILWORTH,69,5,7
Ward 8,6350,KENILWORTH,70,15,7
Ward 8,6350,KENILWORTH,71,19,8
Ward 8,6350,KENILWORTH,72,15,9
Ward 8,6350,KENILWORTH,73,24,10
Ward 8,6350,KENILWORTH,74,14,12
Ward 8,6350,KENILWORTH,75,12,14
Ward 8,6350,KENILWORTH,76,22,12
Ward 8,6350,KENILWORTH,77,14,14
Ward 8,6350,KENILWORTH,78,15,12
Ward 8,6350,KENILWORTH,79,16,15
Ward 8,6350,KENILWORTH,80,15,11
Ward 8,6350,KENILWORTH,81,8,14
Ward 8,6350,KENILWORTH,82,14,9
Ward 8,6350,KENILWORTH,83,9,5
Ward 8,6350,KENILWORTH,84,7,8
Ward 8,6350,KENILWORTH,85+,32,27
Ward 8,6350,KENILWORTH,No Response,140,141
Ward 8,6380,LAMBTON INDUSTRIAL,0,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,1,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,2,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,3,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,4,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,5,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,6,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,7,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,8,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,9,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,10,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,11,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,12,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,13,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,14,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,15,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,16,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,17,8,7
Ward 8,6380,LAMBTON INDUSTRIAL,18,10,8
Ward 8,6380,LAMBTON INDUSTRIAL,19,9,10
Ward 8,6380,LAMBTON INDUSTRIAL,20,13,12
Ward 8,6380,LAMBTON INDUSTRIAL,21,17,10
Ward 8,6380,LAMBTON INDUSTRIAL,22,14,6
Ward 8,6380,LAMBTON INDUSTRIAL,23,7,9
Ward 8,6380,LAMBTON INDUSTRIAL,24,12,6
Ward 8,6380,LAMBTON INDUSTRIAL,25,9,5
Ward 8,6380,LAMBTON INDUSTRIAL,26,4,8
Ward 8,6380,LAMBTON INDUSTRIAL,27,11,6
Ward 8,6380,LAMBTON INDUSTRIAL,28,8,8
Ward 8,6380,LAMBTON INDUSTRIAL,29,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,30,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,31,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,32,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,33,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,34,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,35,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,36,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,37,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,38,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,39,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,40,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,41,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,42,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,43,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,44,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,45,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,46,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,47,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,48,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,49,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,50,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,51,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,52,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,53,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,54,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,55,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,56,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,57,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,58,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,59,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,60,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,61,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,62,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,63,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,64,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,65,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,66,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,67,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,68,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,69,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,70,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,71,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,72,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,73,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,74,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,75,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,76,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,77,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,78,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,79,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,80,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,81,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,82,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,83,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,84,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,85+,0,0
Ward 8,6380,LAMBTON INDUSTRIAL,No Response,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,0,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,1,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,2,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,3,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,4,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,5,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,6,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,7,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,8,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,9,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,10,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,11,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,12,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,13,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,14,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,15,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,16,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,17,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,18,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,19,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,20,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,21,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,22,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,23,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,24,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,25,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,26,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,27,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,28,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,29,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,30,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,31,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,32,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,33,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,34,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,35,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,36,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,37,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,38,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,39,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,40,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,41,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,42,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,43,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,44,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,45,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,46,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,47,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,48,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,49,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,50,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,51,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,52,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,53,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,54,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,55,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,56,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,57,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,58,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,59,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,60,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,61,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,62,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,63,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,64,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,65,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,66,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,67,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,68,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,69,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,70,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,71,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,72,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,73,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,74,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,75,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,76,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,77,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,78,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,79,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,80,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,81,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,82,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,83,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,84,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,85+,0,0
Ward 8,6491,MILL CREEK RAVINE NORTH,No Response,0,0
Ward 8,6550,OTTEWELL,0,28,30
Ward 8,6550,OTTEWELL,1,25,15
Ward 8,6550,OTTEWELL,2,24,31
Ward 8,6550,OTTEWELL,3,15,22
Ward 8,6550,OTTEWELL,4,24,14
Ward 8,6550,OTTEWELL,5,27,19
Ward 8,6550,OTTEWELL,6,14,18
Ward 8,6550,OTTEWELL,7,25,20
Ward 8,6550,OTTEWELL,8,15,21
Ward 8,6550,OTTEWELL,9,20,20
Ward 8,6550,OTTEWELL,10,19,31
Ward 8,6550,OTTEWELL,11,18,30
Ward 8,6550,OTTEWELL,12,19,16
Ward 8,6550,OTTEWELL,13,30,25
Ward 8,6550,OTTEWELL,14,30,29
Ward 8,6550,OTTEWELL,15,26,21
Ward 8,6550,OTTEWELL,16,27,31
Ward 8,6550,OTTEWELL,17,31,37
Ward 8,6550,OTTEWELL,18,31,31
Ward 8,6550,OTTEWELL,19,25,26
Ward 8,6550,OTTEWELL,20,37,31
Ward 8,6550,OTTEWELL,21,35,38
Ward 8,6550,OTTEWELL,22,29,27
Ward 8,6550,OTTEWELL,23,37,34
Ward 8,6550,OTTEWELL,24,30,23
Ward 8,6550,OTTEWELL,25,31,35
Ward 8,6550,OTTEWELL,26,28,30
Ward 8,6550,OTTEWELL,27,27,32
Ward 8,6550,OTTEWELL,28,35,51
Ward 8,6550,OTTEWELL,29,30,45
Ward 8,6550,OTTEWELL,30,26,35
Ward 8,6550,OTTEWELL,31,27,25
Ward 8,6550,OTTEWELL,32,20,28
Ward 8,6550,OTTEWELL,33,26,27
Ward 8,6550,OTTEWELL,34,31,31
Ward 8,6550,OTTEWELL,35,20,16
Ward 8,6550,OTTEWELL,36,35,26
Ward 8,6550,OTTEWELL,37,27,27
Ward 8,6550,OTTEWELL,38,25,31
Ward 8,6550,OTTEWELL,39,30,18
Ward 8,6550,OTTEWELL,40,20,23
Ward 8,6550,OTTEWELL,41,28,29
Ward 8,6550,OTTEWELL,42,21,23
Ward 8,6550,OTTEWELL,43,33,37
Ward 8,6550,OTTEWELL,44,21,32
Ward 8,6550,OTTEWELL,45,44,24
Ward 8,6550,OTTEWELL,46,28,35
Ward 8,6550,OTTEWELL,47,34,27
Ward 8,6550,OTTEWELL,48,27,37
Ward 8,6550,OTTEWELL,49,34,37
Ward 8,6550,OTTEWELL,50,41,37
Ward 8,6550,OTTEWELL,51,34,45
Ward 8,6550,OTTEWELL,52,59,36
Ward 8,6550,OTTEWELL,53,44,31
Ward 8,6550,OTTEWELL,54,53,49
Ward 8,6550,OTTEWELL,55,44,49
Ward 8,6550,OTTEWELL,56,47,51
Ward 8,6550,OTTEWELL,57,35,36
Ward 8,6550,OTTEWELL,58,23,45
Ward 8,6550,OTTEWELL,59,42,34
Ward 8,6550,OTTEWELL,60,40,36
Ward 8,6550,OTTEWELL,61,25,33
Ward 8,6550,OTTEWELL,62,18,19
Ward 8,6550,OTTEWELL,63,26,20
Ward 8,6550,OTTEWELL,64,23,24
Ward 8,6550,OTTEWELL,65,30,21
Ward 8,6550,OTTEWELL,66,29,23
Ward 8,6550,OTTEWELL,67,26,21
Ward 8,6550,OTTEWELL,68,21,19
Ward 8,6550,OTTEWELL,69,19,18
Ward 8,6550,OTTEWELL,70,20,20
Ward 8,6550,OTTEWELL,71,23,16
Ward 8,6550,OTTEWELL,72,21,8
Ward 8,6550,OTTEWELL,73,41,10
Ward 8,6550,OTTEWELL,74,30,20
Ward 8,6550,OTTEWELL,75,19,12
Ward 8,6550,OTTEWELL,76,31,20
Ward 8,6550,OTTEWELL,77,32,20
Ward 8,6550,OTTEWELL,78,33,26
Ward 8,6550,OTTEWELL,79,23,16
Ward 8,6550,OTTEWELL,80,29,26
Ward 8,6550,OTTEWELL,81,23,15
Ward 8,6550,OTTEWELL,82,35,17
Ward 8,6550,OTTEWELL,83,26,40
Ward 8,6550,OTTEWELL,84,27,13
Ward 8,6550,OTTEWELL,85+,141,76
Ward 8,6550,OTTEWELL,No Response,475,515
Ward 8,6620,RIVER VALLEY GOLD BAR,0,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,1,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,2,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,3,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,4,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,5,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,6,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,7,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,8,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,9,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,10,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,11,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,12,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,13,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,14,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,15,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,16,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,17,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,18,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,19,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,20,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,21,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,22,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,23,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,24,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,25,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,26,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,27,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,28,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,29,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,30,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,31,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,32,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,33,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,34,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,35,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,36,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,37,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,38,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,39,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,40,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,41,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,42,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,43,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,44,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,45,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,46,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,47,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,48,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,49,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,50,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,51,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,52,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,53,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,54,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,55,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,56,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,57,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,58,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,59,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,60,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,61,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,62,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,63,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,64,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,65,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,66,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,67,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,68,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,69,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,70,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,71,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,72,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,73,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,74,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,75,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,76,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,77,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,78,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,79,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,80,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,81,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,82,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,83,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,84,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,85+,0,0
Ward 8,6620,RIVER VALLEY GOLD BAR,No Response,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,0,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,1,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,2,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,3,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,4,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,5,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,6,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,7,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,8,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,9,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,10,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,11,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,12,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,13,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,14,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,15,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,16,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,17,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,18,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,19,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,20,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,21,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,22,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,23,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,24,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,25,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,26,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,27,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,28,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,29,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,30,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,31,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,32,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,33,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,34,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,35,0,0
Ward 8,6630,RIVER VALLEY RIVERSIDE,36,0,0
