Ward,NEIGHBOURHOOD_NUMBER,NEIGHBOURHOOD_NAME,AGE,FEMALE,MALE
Ward 2,4210,HIGH PARK INDUSTRIAL,44,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,45,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,46,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,47,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,48,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,49,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,50,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,51,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,52,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,53,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,54,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,55,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,56,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,57,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,58,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,59,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,60,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,61,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,62,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,63,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,64,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,65,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,66,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,67,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,68,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,69,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,70,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,71,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,72,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,73,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,74,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,75,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,76,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,77,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,78,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,79,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,80,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,81,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,82,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,83,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,84,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,85+,0,0
Ward 2,4210,HIGH PARK INDUSTRIAL,No Response,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,0,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,1,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,2,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,3,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,4,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,5,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,6,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,7,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,8,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,9,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,10,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,11,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,12,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,13,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,14,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,15,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,16,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,17,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,18,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,19,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,20,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,21,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,22,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,23,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,24,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,25,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,26,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,27,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,28,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,29,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,30,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,31,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,32,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,33,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,34,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,35,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,36,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,37,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,38,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,39,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,40,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,41,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,42,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,43,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,44,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,45,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,46,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,47,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,48,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,49,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,50,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,51,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,52,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,53,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,54,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,55,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,56,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,57,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,58,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,59,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,60,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,61,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,62,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,63,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,64,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,65,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,66,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,67,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,68,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,69,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,70,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,71,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,72,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,73,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,74,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,75,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,76,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,77,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,78,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,79,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,80,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,81,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,82,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,83,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,84,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,85+,0,0
Ward 2,4320,MISTATIM INDUSTRIAL,No Response,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,0,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,1,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,2,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,3,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,4,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,5,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,6,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,7,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,8,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,9,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,10,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,11,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,12,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,13,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,14,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,15,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,16,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,17,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,18,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,19,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,20,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,21,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,22,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,23,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,24,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,25,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,26,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,27,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,28,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,29,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,30,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,31,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,32,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,33,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,34,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,35,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,36,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,37,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,38,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,39,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,40,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,41,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,42,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,43,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,44,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,45,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,46,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,47,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,48,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,49,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,50,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,51,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,52,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,53,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,54,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,55,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,56,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,57,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,58,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,59,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,60,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,61,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,62,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,63,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,64,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,65,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,66,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,67,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,68,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,69,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,70,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,71,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,72,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,73,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,74,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,75,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,76,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,77,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,78,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,79,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,80,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,81,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,82,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,83,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,84,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,85+,0,0
Ward 2,4330,MITCHELL INDUSTRIAL,No Response,0,0
Ward 3,2050,BELLE RIVE,0,13,16
Ward 3,2050,BELLE RIVE,1,17,16
Ward 3,2050,BELLE RIVE,2,22,20
Ward 3,2050,BELLE RIVE,3,18,17
Ward 3,2050,BELLE RIVE,4,18,26
Ward 3,2050,BELLE RIVE,5,16,18
Ward 3,2050,BELLE RIVE,6,21,24
Ward 3,2050,BELLE RIVE,7,14,14
Ward 3,2050,BELLE RIVE,8,28,26
Ward 3,2050,BELLE RIVE,9,20,18
Ward 3,2050,BELLE RIVE,10,18,25
Ward 3,2050,BELLE RIVE,11,22,22
Ward 3,2050,BELLE RIVE,12,33,23
Ward 3,2050,BELLE RIVE,13,31,28
Ward 3,2050,BELLE RIVE,14,35,26
Ward 3,2050,BELLE RIVE,15,32,22
Ward 3,2050,BELLE RIVE,16,24,26
Ward 3,2050,BELLE RIVE,17,32,19
Ward 3,2050,BELLE RIVE,18,27,34
Ward 3,2050,BELLE RIVE,19,35,30
Ward 3,2050,BELLE RIVE,20,32,34
Ward 3,2050,BELLE RIVE,21,30,36
Ward 3,2050,BELLE RIVE,22,31,28
Ward 3,2050,BELLE RIVE,23,23,30
Ward 3,2050,BELLE RIVE,24,29,29
Ward 3,2050,BELLE RIVE,25,23,36
Ward 3,2050,BELLE RIVE,26,26,26
Ward 3,2050,BELLE RIVE,27,24,28
Ward 3,2050,BELLE RIVE,28,20,14
Ward 3,2050,BELLE RIVE,29,18,24
Ward 3,2050,BELLE RIVE,30,21,22
Ward 3,2050,BELLE RIVE,31,18,20
Ward 3,2050,BELLE RIVE,32,24,20
Ward 3,2050,BELLE RIVE,33,24,23
Ward 3,2050,BELLE RIVE,34,15,28
Ward 3,2050,BELLE RIVE,35,23,21
Ward 3,2050,BELLE RIVE,36,27,13
Ward 3,2050,BELLE RIVE,37,21,13
Ward 3,2050,BELLE RIVE,38,27,18
Ward 3,2050,BELLE RIVE,39,31,21
Ward 3,2050,BELLE RIVE,40,27,26
Ward 3,2050,BELLE RIVE,41,28,19
Ward 3,2050,BELLE RIVE,42,29,28
Ward 3,2050,BELLE RIVE,43,21,36
Ward 3,2050,BELLE RIVE,44,32,24
Ward 3,2050,BELLE RIVE,45,24,27
Ward 3,2050,BELLE RIVE,46,32,37
Ward 3,2050,BELLE RIVE,47,30,37
Ward 3,2050,BELLE RIVE,48,43,37
Ward 3,2050,BELLE RIVE,49,33,43
Ward 3,2050,BELLE RIVE,50,28,36
Ward 3,2050,BELLE RIVE,51,40,38
Ward 3,2050,BELLE RIVE,52,37,39
Ward 3,2050,BELLE RIVE,53,38,35
Ward 3,2050,BELLE RIVE,54,24,28
Ward 3,2050,BELLE RIVE,55,21,31
Ward 3,2050,BELLE RIVE,56,22,31
Ward 3,2050,BELLE RIVE,57,32,31
Ward 3,2050,BELLE RIVE,58,31,23
Ward 3,2050,BELLE RIVE,59,24,29
Ward 3,2050,BELLE RIVE,60,18,20
Ward 3,2050,BELLE RIVE,61,15,15
Ward 3,2050,BELLE RIVE,62,22,19
Ward 3,2050,BELLE RIVE,63,19,19
Ward 3,2050,BELLE RIVE,64,19,23
Ward 3,2050,BELLE RIVE,65,8,11
Ward 3,2050,BELLE RIVE,66,14,11
Ward 3,2050,BELLE RIVE,67,12,6
Ward 3,2050,BELLE RIVE,68,8,8
Ward 3,2050,BELLE RIVE,69,10,10
Ward 3,2050,BELLE RIVE,70,5,6
Ward 3,2050,BELLE RIVE,71,6,10
Ward 3,2050,BELLE RIVE,72,7,11
Ward 3,2050,BELLE RIVE,73,6,9
Ward 3,2050,BELLE RIVE,74,8,7
Ward 3,2050,BELLE RIVE,75,4,8
Ward 3,2050,BELLE RIVE,76,5,5
Ward 3,2050,BELLE RIVE,77,2,5
Ward 3,2050,BELLE RIVE,78,4,4
Ward 3,2050,BELLE RIVE,79,7,2
Ward 3,2050,BELLE RIVE,80,4,5
Ward 3,2050,BELLE RIVE,81,3,5
Ward 3,2050,BELLE RIVE,82,4,2
Ward 3,2050,BELLE RIVE,83,0,1
Ward 3,2050,BELLE RIVE,84,1,2
Ward 3,2050,BELLE RIVE,85+,14,9
Ward 3,2050,BELLE RIVE,No Response,189,170
Ward 3,2210,CRYSTALLINA NERA,0,0,0
Ward 3,2210,CRYSTALLINA NERA,1,0,0
Ward 3,2210,CRYSTALLINA NERA,2,0,0
Ward 3,2210,CRYSTALLINA NERA,3,0,0
Ward 3,2210,CRYSTALLINA NERA,4,0,0
Ward 3,2210,CRYSTALLINA NERA,5,0,0
Ward 3,2210,CRYSTALLINA NERA,6,0,0
Ward 3,2210,CRYSTALLINA NERA,7,0,0
Ward 3,2210,CRYSTALLINA NERA,8,0,0
Ward 3,2210,CRYSTALLINA NERA,9,0,0
Ward 3,2210,CRYSTALLINA NERA,10,0,0
Ward 3,2210,CRYSTALLINA NERA,11,0,0
Ward 3,2210,CRYSTALLINA NERA,12,0,0
Ward 3,2210,CRYSTALLINA NERA,13,0,0
Ward 3,2210,CRYSTALLINA NERA,14,0,0
Ward 3,2210,CRYSTALLINA NERA,15,0,0
Ward 3,2210,CRYSTALLINA NERA,16,0,0
Ward 3,2210,CRYSTALLINA NERA,17,0,0
Ward 3,2210,CRYSTALLINA NERA,18,0,0
Ward 3,2210,CRYSTALLINA NERA,19,0,0
Ward 3,2210,CRYSTALLINA NERA,20,0,0
Ward 3,2210,CRYSTALLINA NERA,21,0,0
Ward 3,2210,CRYSTALLINA NERA,22,0,0
Ward 3,2210,CRYSTALLINA NERA,23,0,0
Ward 3,2210,CRYSTALLINA NERA,24,0,0
Ward 3,2210,CRYSTALLINA NERA,25,0,0
Ward 3,2210,CRYSTALLINA NERA,26,0,0
Ward 3,2210,CRYSTALLINA NERA,27,0,0
Ward 3,2210,CRYSTALLINA NERA,28,0,0
Ward 3,2210,CRYSTALLINA NERA,29,0,0
Ward 3,2210,CRYSTALLINA NERA,30,0,0
Ward 3,2210,CRYSTALLINA NERA,31,0,0
Ward 3,2210,CRYSTALLINA NERA,32,0,0
Ward 3,2210,CRYSTALLINA NERA,33,0,0
Ward 3,2210,CRYSTALLINA NERA,34,0,0
Ward 3,2210,CRYSTALLINA NERA,35,0,0
Ward 3,2210,CRYSTALLINA NERA,36,0,0
Ward 3,2210,CRYSTALLINA NERA,37,0,0
Ward 3,2210,CRYSTALLINA NERA,38,0,0
Ward 3,2210,CRYSTALLINA NERA,39,0,0
Ward 3,2210,CRYSTALLINA NERA,40,0,0
Ward 3,2210,CRYSTALLINA NERA,41,0,0
Ward 3,2210,CRYSTALLINA NERA,42,0,0
Ward 3,2210,CRYSTALLINA NERA,43,0,0
Ward 3,2210,CRYSTALLINA NERA,44,0,0
Ward 3,2210,CRYSTALLINA NERA,45,0,0
Ward 3,2210,CRYSTALLINA NERA,46,0,0
Ward 3,2210,CRYSTALLINA NERA,47,0,0
Ward 3,2210,CRYSTALLINA NERA,48,0,0
Ward 3,2210,CRYSTALLINA NERA,49,0,0
Ward 3,2210,CRYSTALLINA NERA,50,0,0
Ward 3,2210,CRYSTALLINA NERA,51,0,0
Ward 3,2210,CRYSTALLINA NERA,52,0,0
Ward 3,2210,CRYSTALLINA NERA,53,0,0
Ward 3,2210,CRYSTALLINA NERA,54,0,0
Ward 3,2210,CRYSTALLINA NERA,55,0,0
Ward 3,2210,CRYSTALLINA NERA,56,0,0
Ward 3,2210,CRYSTALLINA NERA,57,0,0
Ward 3,2210,CRYSTALLINA NERA,58,0,0
Ward 3,2210,CRYSTALLINA NERA,59,0,0
Ward 3,2210,CRYSTALLINA NERA,60,0,0
Ward 3,2210,CRYSTALLINA NERA,61,0,0
Ward 3,2210,CRYSTALLINA NERA,62,0,0
Ward 3,2210,CRYSTALLINA NERA,63,0,0
Ward 3,2210,CRYSTALLINA NERA,64,0,0
Ward 3,2210,CRYSTALLINA NERA,65,0,0
Ward 3,2210,CRYSTALLINA NERA,66,0,0
Ward 3,2210,CRYSTALLINA NERA,67,0,0
Ward 3,2210,CRYSTALLINA NERA,68,0,0
Ward 3,2210,CRYSTALLINA NERA,69,0,0
Ward 3,2210,CRYSTALLINA NERA,70,0,0
Ward 3,2210,CRYSTALLINA NERA,71,0,0
Ward 3,2210,CRYSTALLINA NERA,72,0,0
Ward 3,2210,CRYSTALLINA NERA,73,0,0
Ward 3,2210,CRYSTALLINA NERA,74,0,0
Ward 3,2210,CRYSTALLINA NERA,75,0,0
Ward 3,2210,CRYSTALLINA NERA,76,0,0
Ward 3,2210,CRYSTALLINA NERA,77,0,0
Ward 3,2210,CRYSTALLINA NERA,78,0,0
Ward 3,2210,CRYSTALLINA NERA,79,0,0
Ward 3,2210,CRYSTALLINA NERA,80,0,0
Ward 3,2210,CRYSTALLINA NERA,81,0,0
Ward 3,2210,CRYSTALLINA NERA,82,0,0
Ward 3,2210,CRYSTALLINA NERA,83,0,0
Ward 3,2210,CRYSTALLINA NERA,84,0,0
Ward 3,2210,CRYSTALLINA NERA,85+,0,0
Ward 3,2210,CRYSTALLINA NERA,No Response,0,0
Ward 3,2241,EAUX CLAIRES,0,14,13
Ward 3,2241,EAUX CLAIRES,1,11,19
Ward 3,2241,EAUX CLAIRES,2,18,21
Ward 3,2241,EAUX CLAIRES,3,19,18
Ward 3,2241,EAUX CLAIRES,4,12,17
Ward 3,2241,EAUX CLAIRES,5,10,11
Ward 3,2241,EAUX CLAIRES,6,16,14
Ward 3,2241,EAUX CLAIRES,7,20,23
Ward 3,2241,EAUX CLAIRES,8,9,18
Ward 3,2241,EAUX CLAIRES,9,17,17
Ward 3,2241,EAUX CLAIRES,10,11,17
Ward 3,2241,EAUX CLAIRES,11,25,19
Ward 3,2241,EAUX CLAIRES,12,15,18
Ward 3,2241,EAUX CLAIRES,13,13,11
Ward 3,2241,EAUX CLAIRES,14,17,15
Ward 3,2241,EAUX CLAIRES,15,18,19
Ward 3,2241,EAUX CLAIRES,16,15,11
Ward 3,2241,EAUX CLAIRES,17,22,19
Ward 3,2241,EAUX CLAIRES,18,27,26
Ward 3,2241,EAUX CLAIRES,19,10,18
Ward 3,2241,EAUX CLAIRES,20,20,19
Ward 3,2241,EAUX CLAIRES,21,25,28
Ward 3,2241,EAUX CLAIRES,22,13,30
Ward 3,2241,EAUX CLAIRES,23,21,18
Ward 3,2241,EAUX CLAIRES,24,23,24
Ward 3,2241,EAUX CLAIRES,25,24,22
Ward 3,2241,EAUX CLAIRES,26,26,22
Ward 3,2241,EAUX CLAIRES,27,26,22
Ward 3,2241,EAUX CLAIRES,28,19,25
Ward 3,2241,EAUX CLAIRES,29,24,27
Ward 3,2241,EAUX CLAIRES,30,25,21
Ward 3,2241,EAUX CLAIRES,31,25,25
Ward 3,2241,EAUX CLAIRES,32,26,15
Ward 3,2241,EAUX CLAIRES,33,23,26
Ward 3,2241,EAUX CLAIRES,34,12,19
Ward 3,2241,EAUX CLAIRES,35,21,21
Ward 3,2241,EAUX CLAIRES,36,14,20
Ward 3,2241,EAUX CLAIRES,37,22,14
Ward 3,2241,EAUX CLAIRES,38,21,19
Ward 3,2241,EAUX CLAIRES,39,21,19
Ward 3,2241,EAUX CLAIRES,40,28,10
Ward 3,2241,EAUX CLAIRES,41,23,21
Ward 3,2241,EAUX CLAIRES,42,17,22
Ward 3,2241,EAUX CLAIRES,43,28,31
Ward 3,2241,EAUX CLAIRES,44,23,20
Ward 3,2241,EAUX CLAIRES,45,27,12
Ward 3,2241,EAUX CLAIRES,46,19,11
Ward 3,2241,EAUX CLAIRES,47,23,30
Ward 3,2241,EAUX CLAIRES,48,21,23
Ward 3,2241,EAUX CLAIRES,49,25,13
Ward 3,2241,EAUX CLAIRES,50,25,26
Ward 3,2241,EAUX CLAIRES,51,16,20
Ward 3,2241,EAUX CLAIRES,52,24,19
Ward 3,2241,EAUX CLAIRES,53,17,21
Ward 3,2241,EAUX CLAIRES,54,21,16
Ward 3,2241,EAUX CLAIRES,55,17,18
Ward 3,2241,EAUX CLAIRES,56,20,17
Ward 3,2241,EAUX CLAIRES,57,14,23
Ward 3,2241,EAUX CLAIRES,58,9,6
Ward 3,2241,EAUX CLAIRES,59,12,14
Ward 3,2241,EAUX CLAIRES,60,16,12
Ward 3,2241,EAUX CLAIRES,61,14,11
Ward 3,2241,EAUX CLAIRES,62,14,14
Ward 3,2241,EAUX CLAIRES,63,11,13
Ward 3,2241,EAUX CLAIRES,64,9,8
Ward 3,2241,EAUX CLAIRES,65,5,12
Ward 3,2241,EAUX CLAIRES,66,11,7
Ward 3,2241,EAUX CLAIRES,67,5,4
Ward 3,2241,EAUX CLAIRES,68,8,3
Ward 3,2241,EAUX CLAIRES,69,8,5
Ward 3,2241,EAUX CLAIRES,70,6,4
Ward 3,2241,EAUX CLAIRES,71,6,8
Ward 3,2241,EAUX CLAIRES,72,7,8
Ward 3,2241,EAUX CLAIRES,73,4,6
Ward 3,2241,EAUX CLAIRES,74,7,3
Ward 3,2241,EAUX CLAIRES,75,9,2
Ward 3,2241,EAUX CLAIRES,76,4,2
Ward 3,2241,EAUX CLAIRES,77,1,2
Ward 3,2241,EAUX CLAIRES,78,6,2
Ward 3,2241,EAUX CLAIRES,79,3,3
Ward 3,2241,EAUX CLAIRES,80,2,6
Ward 3,2241,EAUX CLAIRES,81,5,1
Ward 3,2241,EAUX CLAIRES,82,3,1
Ward 3,2241,EAUX CLAIRES,83,1,1
Ward 3,2241,EAUX CLAIRES,84,2,1
Ward 3,2241,EAUX CLAIRES,85+,7,7
Ward 3,2241,EAUX CLAIRES,No Response,209,216
Ward 3,2260,EVANSDALE,0,33,43
Ward 3,2260,EVANSDALE,1,42,41
Ward 3,2260,EVANSDALE,2,42,46
Ward 3,2260,EVANSDALE,3,37,41
Ward 3,2260,EVANSDALE,4,46,46
Ward 3,2260,EVANSDALE,5,38,37
Ward 3,2260,EVANSDALE,6,36,39
Ward 3,2260,EVANSDALE,7,24,36
Ward 3,2260,EVANSDALE,8,41,40
Ward 3,2260,EVANSDALE,9,28,41
Ward 3,2260,EVANSDALE,10,28,46
Ward 3,2260,EVANSDALE,11,38,48
Ward 3,2260,EVANSDALE,12,36,43
Ward 3,2260,EVANSDALE,13,35,47
Ward 3,2260,EVANSDALE,14,29,34
Ward 3,2260,EVANSDALE,15,39,27
